Gyro Roll;Gyro Pitch;Gyro Yaw;Accel X;Accel Y;Accel Z
0.032;0.683;0;-0.889;-0.668;-8.36
6.17E-03;0.644;0;-0.451;1.155;-11.012
4.14E-04;0.625;0;0.487;1.666;-9.183
0.01;0.68;0;3.158;-1.443;-8.705
0.031;0.656;0;-0.625;-0.144;-10.504
2.64E-03;0.65;0;0.263;-0.873;-11.819
-0.016;0.645;0;2.797;-1.633;-9.449
-9.21E-06;0.636;0;1.96;0.676;-11.826
-8.13E-03;0.636;0;2.151;-0.172;-8.374
-0.018;0.611;0;2.42;1.805;-11.277
0.032;0.662;0;2.853;1.877;-11.477
-9.10E-03;0.626;0;-0.677;1.235;-8.966
3.59E-04;0.624;0;0.38;-0.465;-7.87
0.017;0.621;0;2.986;-1.341;-7.382
0.025;0.639;0;3.515;1.339;-10.949
0.011;0.659;0;-0.826;-0.609;-7.727
4.51E-03;0.661;0;1.279;-2.181;-10.012
-0.02;0.61;0;1.24;-1.395;-8.299
-0.016;0.622;0;3.209;1.12;-9.721
0.03;0.619;0;2.784;0.301;-9.967
0.019;0.641;0;1.387;-1.783;-8.556
4.70E-04;0.593;0;0.104;-1.251;-10.894
0.013;0.626;0;3.117;-0.995;-10.129
-4.03E-03;0.627;0;1.391;1.575;-8.657
0.025;0.6;0;1.87;-2.321;-9.842
0.011;0.618;0;4.474;-1.818;-11.125
0.02;0.612;0;1.753;-0.147;-7.5
0.021;0.574;0;4.268;0.775;-11.791
0.023;0.578;0;1.588;1.117;-7.577
-0.019;0.606;0;2.122;-0.833;-7.806
-0.025;0.558;0;0.952;2.202;-9.696
1.55E-03;0.593;0;1.303;-0.097;-11.605
-0.016;0.565;0;1.589;-0.694;-8.687
-0.017;0.541;0;4.088;0.507;-9.396
9.93E-03;0.546;0;4.047;1.114;-11.599
-6.12E-03;0.579;0;4.292;2.072;-9.686
0.016;0.54;0;1.781;1.461;-9.308
8.88E-03;0.559;0;5.152;2.338;-10.127
2.53E-03;0.554;0;1.432;2.417;-11.051
0.011;0.578;0;3.5;0.376;-11.431
-0.027;0.536;0;4.219;2.323;-7.416
0.02;0.532;0;3.795;-1.708;-7.598
-0.015;0.53;0;1.185;0.31;-8.572
-0.018;0.555;0;2.952;2.206;-9.089
-3.17E-03;0.528;0;3.771;-0.887;-8.859
0.014;0.53;0;4.734;-1.679;-8.958
-0.018;0.493;0;3.814;0.027;-10.086
1.97E-03;0.501;0;4.637;-2.318;-11.078
-0.023;0.482;0;4.628;0.675;-7.546
-0.011;0.523;0;4.032;0.428;-11.241
-1.08E-03;0.462;0;2.841;-0.965;-8.607
7.16E-03;0.515;0;4.13;2;-6.996
0.015;0.494;0;4.959;-0.027;-7.097
-2.08E-03;0.501;0;4.851;-2.137;-8.745
-0.019;0.472;0;1.602;-1.107;-7.397
6.87E-03;0.433;0;2.449;-1.372;-7.755
-5.42E-03;0.487;0;2.6;1.253;-7.039
0.026;0.416;0;1.36;-2.269;-8.229
-0.016;0.419;0;3.02;-0.338;-7.665
8.88E-03;0.42;0;5.275;-0.324;-6.986
0.033;0.402;0;2.549;0.956;-11.242
0.028;0.422;0;2.903;-1.861;-8.645
-0.022;0.394;0;5.977;0.951;-8.885
-0.031;0.39;0;4.766;2.315;-7.954
0.032;0.409;0;2.225;-0.741;-10.509
-7.11E-03;0.403;0;2.283;0.799;-7.922
9.17E-03;0.38;0;3.494;-0.065;-7.313
0.033;0.373;0;6.421;-0.131;-10.203
-0.019;0.351;0;2.564;-0.992;-6.631
0.027;0.394;0;3.532;1.389;-7.938
-0.016;0.365;0;1.938;0.806;-7.126
2.84E-03;0.325;0;4.877;-0.469;-8.826
0.025;0.338;0;6.499;1.641;-10.603
3.08E-03;0.362;0;3.418;0.956;-8.083
9.62E-03;0.356;0;3.583;1.982;-10.519
0.026;0.343;0;4.774;-1.397;-11.157
0.018;0.302;0;4.82;0.112;-10.195
0.03;0.337;0;3.594;-0.112;-6.627
0.035;0.282;0;5.382;-0.452;-10.819
-0.016;0.321;0;4.96;1.002;-8.397
-0.031;0.317;0;2.295;-2.352;-7.825
0.013;0.314;0;5.319;-1.508;-9.903
-0.027;0.247;0;4.364;2.103;-7.826
0.025;0.289;0;3.73;1.921;-7.932
-0.013;0.267;0;2.326;-0.533;-8.564
-0.022;0.238;0;5.986;-0.615;-10.846
-0.014;0.225;0;4.82;-0.651;-6.927
6.82E-03;0.246;0;5.869;-1.676;-10.969
-0.028;0.211;0;3.029;1.495;-6.33
0.014;0.215;0;7.064;2.062;-8.986
-1.06E-03;0.229;0;3.263;-0.223;-6.8
0.015;0.22;0;2.655;1.247;-7.596
9.56E-03;0.171;0;4.722;0.109;-6.743
-0.022;0.218;0;4.617;-0.726;-9.422
0.032;0.184;0;4.037;-1.949;-9.347
-0.019;0.149;0;6.538;1.827;-8.501
-0.017;0.151;0;4.798;-1.118;-9.719
0.024;0.148;0;5.657;-0.757;-10.369
0.027;0.152;0;3.067;1.876;-8.594
-9.54E-03;0.121;0;5.906;1.629;-7.578
0.01;0.105;0;4.021;-2.106;-9.484
0.024;0.12;0;3.04;1.605;-8.132
-0.031;0.116;0;7.075;-1.818;-6.636
0.017;0.112;0;3.372;1.512;-10.046
-0.019;0.136;0;5.001;-0.726;-7.217
0.012;0.112;0;5.041;-0.803;-9.898
0.026;0.061;0;6.516;-1.979;-8.548
0.011;0.074;0;2.989;1.909;-10.681
-0.026;0.056;0;2.859;0.12;-7.461
-8.94E-03;0.034;0;4.237;0.87;-6.261
-0.014;0.07;0;3.204;1.547;-10.683
0.021;0.05;0;4.071;0.103;-8.706
-0.029;0.025;0;6.548;1.646;-7.926
0.024;0.019;0;5.883;-1.579;-9.249
-0.016;-0.011;0;6.087;-1.555;-6.403
-5.07E-03;-0.014;0;6.429;-1.073;-6.462
2.98E-03;0.031;0;4.274;0.897;-6.719
0.026;0.02;0;5.208;-2.177;-6.824
-0.013;-0.022;0;4.784;-0.987;-9.233
0.02;-0.039;0;2.995;-1.976;-6.266
-0.028;-0.014;0;2.842;-1.306;-7.773
-0.027;-0.053;0;4.972;-0.626;-6.914
-0.029;-0.05;0;2.624;-0.263;-6.907
-0.025;-0.02;0;3.087;1.347;-10.287
-0.02;-0.086;0;6.3;-0.232;-10.045
7.33E-03;-0.093;0;5.985;-1.119;-7.544
-0.013;-0.086;0;3.397;-1.251;-9.761
0.018;-0.077;0;4.597;2.412;-8.989
8.43E-03;-0.102;0;6.012;0.268;-9.341
0.033;-0.132;0;4.231;0.26;-8.416
-7.04E-03;-0.138;0;4.735;-1.336;-10.795
0.026;-0.145;0;6.443;0.207;-6.246
0.022;-0.143;0;6.173;1.114;-7.95
1.74E-03;-0.125;0;4.225;1.098;-6.271
0.033;-0.112;0;2.896;1.596;-6.416
-7.25E-03;-0.18;0;3.592;-2.329;-8.988
-0.029;-0.13;0;3.058;-0.882;-8.05
0.028;-0.164;0;5.315;-0.761;-7.681
-0.013;-0.197;0;4.159;1.186;-10.585
-0.011;-0.193;0;3.116;1.974;-10.248
7.47E-03;-0.194;0;4.537;-0.873;-8.121
-9.91E-03;-0.214;0;4.224;1.183;-6.38
-2.57E-04;-0.235;0;4.381;0.455;-9.465
0.013;-0.207;0;3.59;-2.244;-8.86
6.04E-03;-0.233;0;3.312;-0.86;-7.174
0.027;-0.214;0;4.193;-1.372;-6.869
0.011;-0.257;0;3.999;-2.183;-10.412
-4.79E-03;-0.243;0;5.14;-0.907;-8.127
0.032;-0.238;0;4.843;1.249;-7.171
-7.98E-03;-0.291;0;6.7;-0.298;-7.763
-0.024;-0.269;0;5.604;-1.074;-7.442
-0.031;-0.293;0;6.873;2.301;-7.872
-0.024;-0.263;0;4.194;0.355;-8.835
-1.23E-03;-0.282;0;4.98;-0.504;-7.361
-0.031;-0.271;0;3.712;1.485;-7.392
-7.74E-03;-0.323;0;6.101;-1.761;-9.123
5.30E-03;-0.299;0;3.137;-1.278;-10.473
-8.73E-03;-0.293;0;3.386;0.48;-7.429
-6.59E-03;-0.323;0;5.17;1.085;-11.008
0.031;-0.329;0;4.186;0.829;-7.363
-0.017;-0.332;0;5.029;-1.7;-9.791
6.14E-03;-0.374;0;4.905;1.063;-10.357
2.10E-03;-0.386;0;3.305;-1.147;-6.653
2.15E-03;-0.356;0;4.568;0.476;-8.027
-0.03;-0.365;0;1.874;-0.353;-8.725
-6.23E-03;-0.364;0;5.274;0.384;-9.718
0.019;-0.403;0;1.937;1.274;-10.289
-0.028;-0.37;0;2.979;0.994;-6.54
0.026;-0.423;0;1.641;-2.141;-6.847
-3.60E-03;-0.379;0;3.332;0.097;-7.864
0.015;-0.421;0;2.741;-2.203;-7.508
-0.02;-0.43;0;3.499;0.666;-9.816
0.03;-0.396;0;4.517;-0.472;-7.394
0.019;-0.404;0;3.552;-1.661;-7.677
0.011;-0.424;0;4.031;-2.084;-9.131
0.025;-0.441;0;2.766;-0.866;-7.887
-3.86E-03;-0.458;0;4.981;-1.766;-7.069
-6.85E-03;-0.473;0;5.959;-0.07;-7.336
1.08E-03;-0.472;0;1.335;-2.043;-8.867
3.74E-03;-0.477;0;4.827;1.284;-11.024
0.01;-0.464;0;5.317;-0.088;-8.084
0.027;-0.473;0;2.658;-0.47;-7.692
-0.023;-0.484;0;4.209;-2.272;-11.273
0.012;-0.482;0;4.144;-1.098;-8.149
-1.67E-03;-0.515;0;2.066;1.958;-9.158
0.021;-0.469;0;4.998;0.242;-8.234
0.032;-0.524;0;1.961;-0.246;-9.837
2.80E-03;-0.479;0;4.053;2.203;-9.962
-0.022;-0.502;0;3.137;-1.836;-9.146
-0.027;-0.533;0;5.256;0.382;-10.863
0.034;-0.539;0;3.294;0.693;-11.337
7.53E-04;-0.553;0;3.379;1.052;-8.552
0.011;-0.563;0;3.453;-0.121;-8.857
0.033;-0.549;0;2.599;1.266;-7.439
-0.016;-0.524;0;0.835;-1.022;-10.321
0.013;-0.544;0;4.071;0.097;-7.313
-0.029;-0.57;0;0.85;1.293;-11.076
1.09E-03;-0.525;0;2.021;2.385;-8.798
1.83E-04;-0.544;0;4.766;-0.54;-9.854
0.027;-0.578;0;1.426;-1.975;-10.593
0.011;-0.539;0;4.179;-0.606;-9.166
0.031;-0.547;0;0.645;-1.619;-9.464
-3.02E-03;-0.586;0;1.341;0.614;-11.623
-0.031;-0.579;0;0.139;2.258;-11.547
-0.015;-0.602;0;-0.071;1.313;-7.511
-0.028;-0.576;0;-0.119;1.868;-8.25
-0.015;-0.596;0;4.548;-2.023;-9.05
0.022;-0.618;0;3.323;2.198;-11.836
0.031;-0.626;0;2.39;-0.182;-11.329
-5.38E-03;-0.618;0;0.143;0.741;-7.828
-1.32E-03;-0.609;0;3.81;-0.995;-7.434
0.032;-0.637;0;3.32;1.958;-10.674
-0.027;-0.611;0;-0.15;-1.319;-9.859
-0.018;-0.606;0;2.187;-0.976;-7.682
-0.018;-0.608;0;0.019;1.268;-8.65
6.52E-03;-0.617;0;3.171;2.014;-11.317
0.02;-0.656;0;3.548;1.394;-10.632
4.70E-03;-0.65;0;0.629;1.827;-9.693
0.029;-0.607;0;0.114;1.295;-8.464
-0.023;-0.652;0;1.42;1.89;-11.305
0.026;-0.636;0;2.294;1.689;-9.446
0.027;-0.606;0;3.307;2.109;-7.483
-8.06E-03;-0.651;0;-0.972;0.416;-11.275
9.58E-03;-0.669;0;2.762;-0.161;-10.151
0.033;-0.656;0;0.598;-0.111;-11.418
-0.031;-0.672;0;-0.436;-1.919;-7.621
0.034;-0.658;0;1.909;-2.021;-9.4
-0.014;-0.651;0;1.652;-0.862;-10.408
-0.023;-0.677;0;0.935;1.838;-11.768
-8.54E-03;-0.644;0;2.443;-2;-10.565
0.018;-0.63;0;0.063;0.802;-8.632
-7.57E-04;-0.636;0;1.363;1.751;-12.128
0.023;-0.654;0;2.214;0.409;-8.465
0.012;-0.662;0;1.348;-2.087;-9.021
-0.014;-0.646;0;1.577;0.764;-8.731
-0.022;-0.629;0;1.195;-0.997;-10.332
-0.017;-0.643;0;0.066;2.07;-8.247
-0.027;-0.676;0;-1.774;-0.333;-8.55
-0.011;-0.624;0;1.264;2.28;-10.952
4.69E-03;-0.682;0;-0.081;-2.298;-9.895
0.033;-0.689;0;-1.457;2.381;-11.622
3.05E-03;-0.685;0;2.297;1.877;-7.903
0.016;-0.664;0;0.465;-1.302;-9.351
-8.87E-03;-0.689;0;1.01;-0.019;-9.795
-0.013;-0.687;0;-0.421;1.75;-10.483
7.77E-03;-0.682;0;-2.272;2.307;-11.209
0.015;-0.627;0;-0.174;-1.43;-9.134
-0.024;-0.684;0;0.461;-0.616;-9.59
-0.011;-0.683;0;-0.932;-1.048;-7.952
0.012;-0.642;0;-0.343;2.064;-9.517
-8.82E-04;-0.627;0;-1.327;0.841;-9.546
-0.017;-0.653;0;0.434;-2.036;-9.289
-0.024;-0.621;0;-0.835;0.876;-7.59
-2.24E-03;-0.616;0;1.438;1.969;-8.605
-0.016;-0.626;0;1.006;0.696;-8.999
-0.027;-0.644;0;0.685;1.164;-7.413
0.021;-0.655;0;-1.65;0.422;-10.404
0.035;-0.672;0;0.617;0.738;-11.725
0.014;-0.612;0;-0.744;2.006;-8.399
0.017;-0.667;0;-3.419;0.066;-11.685
-0.025;-0.653;0;-2.28;-0.531;-10.063
0.032;-0.606;0;-2.143;-0.234;-10.156
0.015;-0.608;0;-1.7;-2.07;-7.853
0.029;-0.623;0;-1.831;-1.285;-9.449
-6.14E-03;-0.656;0;-0.533;-8.59E-03;-10.343
-0.014;-0.63;0;-2.328;0.111;-10.411
4.30E-03;-0.599;0;-1.985;1.393;-11.202
-8.74E-03;-0.613;0;-1.844;-0.018;-8.406
0.033;-0.597;0;-2.453;1.787;-11.921
-0.018;-0.635;0;-3.456;1.267;-11.579
-0.01;-0.632;0;-3.131;0.451;-9.508
3.55E-03;-0.623;0;-0.619;-1.972;-8.236
0.026;-0.581;0;-1.01;2.008;-11.8
0.023;-0.628;0;-3.134;1.751;-9.692
0.033;-0.616;0;-2.691;1.985;-10.825
0.026;-0.58;0;-3.981;1.427;-8.879
0.022;-0.616;0;-1.052;1.301;-10.533
0.022;-0.613;0;-1.327;1.483;-9.918
2.63E-03;-0.577;0;-1.472;0.29;-10.466
-0.023;-0.59;0;-0.149;0.391;-7.402
0.019;-0.578;0;-4.005;2.135;-8.039
6.21E-03;-0.577;0;-2.04;1.169;-8.099
0.012;-0.543;0;-4.152;0.335;-7.55
-8.29E-03;-0.542;0;-3.771;-1.695;-7.478
0.021;-0.56;0;-0.376;-0.68;-7.224
0.027;-0.586;0;-3.566;-1.322;-8.949
0.026;-0.545;0;-3.674;-0.429;-10.128
-0.026;-0.561;0;-2.011;1.786;-7.843
-0.017;-0.521;0;-3.727;1.169;-11
0.019;-0.526;0;-1.361;1.639;-8.795
0.021;-0.521;0;-2.3;0.382;-9.664
0.033;-0.566;0;-4.593;-1.86;-8.166
-0.018;-0.512;0;-1.117;-0.415;-7.874
0.024;-0.545;0;-3.536;-1.417;-10.168
0.033;-0.536;0;-2.011;0.297;-11.398
0.024;-0.535;0;-5.513;1.904;-8.325
0.021;-0.485;0;-2.697;-0.364;-8.632
0.033;-0.477;0;-1.281;-0.819;-10.556
-0.028;-0.497;0;-2.728;-1.565;-10.031
0.029;-0.485;0;-5.44;2.254;-10.671
-0.02;-0.46;0;-2.967;-1.946;-9.094
-8.50E-03;-0.5;0;-4.788;-0.628;-8.583
-0.013;-0.461;0;-3.527;-1.061;-6.865
0.018;-0.483;0;-3.475;-1.263;-10.891
-1.41E-03;-0.488;0;-2.732;1.995;-8.765
0.028;-0.45;0;-5.261;1.181;-8.378
-4.44E-03;-0.43;0;-2.062;1.796;-10.727
-0.019;-0.442;0;-1.524;0.353;-11.088
0.014;-0.439;0;-5.212;1.529;-8.446
-0.024;-0.423;0;-2.43;0.672;-7.736
-0.031;-0.411;0;-1.793;0.26;-8.241
0.033;-0.42;0;-2.062;2.399;-7.039
-7.02E-03;-0.437;0;-5.546;1.619;-10.859
-0.015;-0.436;0;-6.219;1.76;-8.492
-0.028;-0.431;0;-2.988;-0.683;-9.215
5.82E-03;-0.364;0;-4.101;-1.23;-7.286
-0.011;-0.408;0;-2.53;-1.786;-9.845
0.024;-0.388;0;-2.964;-1.842;-10.691
-0.031;-0.405;0;-6.353;2.29;-8.506
-6.73E-03;-0.354;0;-2.151;0.871;-7.169
0.022;-0.328;0;-3.739;-0.583;-6.611
0.011;-0.329;0;-6.36;0.402;-9.743
-0.017;-0.375;0;-5.232;-0.742;-8.565
-3.19E-03;-0.369;0;-2.619;0.638;-9.125
-0.016;-0.322;0;-4.819;0.374;-9.746
-0.031;-0.312;0;-5.651;2.18;-11.02
0.012;-0.326;0;-4.864;0.534;-6.547
-9.53E-03;-0.284;0;-4.744;-2.137;-7.531
-0.031;-0.327;0;-5.428;-1.569;-9.399
5.03E-04;-0.274;0;-3.354;1.348;-8.991
-0.025;-0.307;0;-6.166;-0.157;-8.439
0.012;-0.312;0;-3.774;0.478;-10.21
0.034;-0.276;0;-4.147;0.474;-7.35
0.028;-0.235;0;-3.113;-1.295;-7.824
0.013;-0.265;0;-2.157;1.792;-7.757
0.013;-0.219;0;-6.757;-2.209;-10.053
-0.026;-0.244;0;-6.011;-1.574;-6.807
0.021;-0.27;0;-5.359;-1.421;-6.527
0.015;-0.25;0;-6.212;-1.73;-10.497
7.39E-04;-0.254;0;-3.266;-1.974;-7.724
-2.98E-03;-0.246;0;-4.199;-0.579;-10.021
-0.013;-0.188;0;-5.975;1.594;-6.334
-0.029;-0.196;0;-6.416;-0.478;-10.215
3.13E-03;-0.178;0;-6.432;0.363;-8.524
0.023;-0.206;0;-3.187;0.098;-9.298
-0.023;-0.184;0;-2.779;-0.753;-6.664
0.016;-0.148;0;-4.639;-0.27;-9.384
-4.90E-03;-0.141;0;-5.634;2.431;-7.836
6.45E-03;-0.165;0;-6.45;1.154;-9.843
-2.51E-03;-0.139;0;-5.002;-0.875;-8.899
0.029;-0.12;0;-5.74;2.083;-10.092
-0.019;-0.135;0;-3.935;-0.015;-8.421
0.013;-0.135;0;-7.168;-0.338;-7.553
-1.14E-03;-0.089;0;-2.515;-0.957;-8.734
-3.96E-03;-0.075;0;-4.968;2.38;-7.755
0.035;-0.079;0;-5.622;-1.991;-7.068
-1.10E-03;-0.061;0;-5.967;2.427;-8.261
0.034;-0.07;0;-5.354;1.458;-10.777
-5.57E-03;-0.068;0;-7.206;-1.519;-7.06
-0.031;-0.028;0;-6.766;-0.422;-8.282
2.60E-03;-0.02;0;-2.829;-2.131;-6.722
0.034;-0.074;0;-4.53;0.819;-7.679
2.46E-03;-0.04;0;-5.962;1.551;-7.259
0.025;-7.59E-03;0;-3.203;1.33;-7.326
-0.028;-2.13E-03;0;-6.423;1.828;-7.067
0.016;0.022;0;-3.147;1.584;-10.353
1.79E-03;0.021;0;-3.815;1.039;-9.702
-0.012;0.032;0;-6.323;0.363;-9.921
7.48E-03;6.39E-03;0;-3.181;-0.595;-7.793
-0.025;0.017;0;-2.448;-0.431;-9.08
-0.029;1.83E-03;0;-7.03;-1.239;-9.139
-3.06E-03;0.026;0;-4.182;-1.883;-6.876
-0.026;0.028;0;-6.283;-0.826;-8.999
5.29E-03;0.042;0;-5.288;-1.244;-9.737
-0.031;0.089;0;-3.939;1.523;-7.266
-0.024;0.092;0;-2.536;1.261;-9.413
-7.42E-03;0.059;0;-6.712;-2.135;-8.194
-0.019;0.106;0;-3.387;1.057;-10.527
-0.018;0.073;0;-4.024;1.116;-10.03
0.029;0.123;0;-6.376;0.339;-10.57
0.033;0.124;0;-4.208;-0.282;-8.731
-9.07E-03;0.129;0;-6.036;-2.113;-10.562
-0.011;0.155;0;-3.077;-0.609;-8.727
-0.015;0.139;0;-4.475;-1.706;-7.311
-4.49E-03;0.16;0;-2.791;-0.808;-7.204
3.70E-03;0.143;0;-4.52;1.986;-7.027
-0.011;0.17;0;-4.258;1.477;-7.359
-0.025;0.191;0;-5.015;2.339;-6.401
0.013;0.184;0;-4.464;-0.874;-7.891
0.019;0.175;0;-6.831;-0.663;-9.772
-0.012;0.174;0;-3.686;1.19;-9.735
0.034;0.233;0;-6.906;-1.6;-9.248
-0.014;0.229;0;-5.926;1.848;-6.549
-0.018;0.228;0;-3.294;-0.987;-10.833
7.86E-03;0.251;0;-3.079;1.897;-9.572
-0.011;0.207;0;-2.966;-0.534;-9.376
2.90E-03;0.232;0;-3.101;2.106;-10.86
-0.016;0.22;0;-2.478;-1.688;-9.841
-0.013;0.288;0;-6.166;0.725;-7.64
-0.025;0.296;0;-5.323;-0.392;-7.307
-0.01;0.278;0;-3.476;1.015;-11.007
0.028;0.273;0;-2.835;-2.241;-8.781
-0.025;0.295;0;-3.688;-1.398;-7.879
-0.019;0.268;0;-6.524;1.894;-9.236
-0.02;0.278;0;-2.979;-2.227;-10.944
0.016;0.309;0;-5.779;-1.317;-9.759
0.02;0.294;0;-4.656;-2.312;-6.896
0.01;0.303;0;-6.153;0.051;-9.465
0.014;0.331;0;-4.333;2.42;-9.78
0.025;0.322;0;-2.939;-2.208;-10.964
6.95E-03;0.361;0;-3.327;0.609;-10.515
0.011;0.324;0;-1.974;0.372;-9.511
-3.03E-03;0.378;0;-4.75;2.309;-10.213
0.013;0.352;0;-4.872;-2.034;-10.441
-1.35E-03;0.362;0;-2.054;1.866;-10.053
0.021;0.407;0;-3.33;2.172;-6.546
-0.025;0.354;0;-5.868;-2.303;-10.741
0.014;0.414;0;-5.475;1.635;-8.066
-8.62E-03;0.38;0;-3.492;0.294;-9.687
0.013;0.43;0;-4.266;-0.729;-8.896
-0.022;0.422;0;-2.652;0.675;-10.48
0.026;0.448;0;-2.287;1.141;-10.518
-0.031;0.431;0;-5.813;-1.115;-8.74
0.026;0.399;0;-2.928;-2.3;-11.275
0.016;0.443;0;-4.146;2.245;-7.389
-0.011;0.439;0;-5.373;-0.251;-10.422
-0.021;0.477;0;-5.725;1.624;-11.018
-0.011;0.476;0;-4.738;1.563;-11.468
-0.028;0.461;0;-4.344;-1.104;-9.098
-0.012;0.477;0;-1.131;0.821;-6.941
0.034;0.462;0;-4.504;-2.313;-8.302
-0.027;0.497;0;-4.534;0.7;-10.813
-0.024;0.486;0;-4.145;1.745;-8.294
0.018;0.463;0;-5.649;-1.229;-10.161
-0.026;0.502;0;-2.602;0.336;-10.111
-3.29E-03;0.509;0;-5.367;-1.393;-8.052
0.016;0.499;0;-2.658;-0.584;-9.176
-0.03;0.489;0;-0.874;0.69;-10.003
0.015;0.504;0;-2.07;1.08;-9.173
-4.87E-03;0.54;0;-1.847;-1.098;-10.621
-0.03;0.551;0;-1.125;-0.367;-8.851
-0.026;0.521;0;-3.584;1.684;-10.651
-4.76E-03;0.547;0;-2.37;-2.25;-7.577
9.64E-03;0.524;0;-4.947;-1.61;-10.478
-9.17E-03;0.551;0;-5.046;0.505;-10.565
-0.026;0.567;0;-2.764;0.48;-10.287
-0.025;0.545;0;-4.002;0.336;-7.481
4.97E-03;0.581;0;-2.511;1.17;-11.02
-9.59E-03;0.548;0;-0.458;2.078;-11.111
-0.014;0.541;0;-0.937;2.412;-7.871
-1.66E-03;0.545;0;-0.707;0.173;-9.628
-0.023;0.593;0;-4.496;0.888;-8.916
0.012;0.568;0;-0.529;0.456;-10.457
-0.01;0.615;0;-0.81;0.175;-8.116
0.01;0.576;0;-3.524;-1.38;-10.062
0.019;0.605;0;0.129;-1.555;-7.8
0.026;0.615;0;-3.809;-1.85;-9.964
-0.03;0.601;0;0.261;-0.36;-10.241
2.03E-03;0.591;0;-0.547;-0.931;-9.456
0.013;0.585;0;-3.056;2.278;-10.932
0.022;0.627;0;-3.566;1.801;-8.798
-0.01;0.618;0;-1.612;-0.588;-9.341
-0.023;0.642;0;-1.413;0.779;-11.034
0.014;0.598;0;-2.416;1.601;-7.238
-0.011;0.652;0;-0.121;-2.32;-8.157
0.018;0.591;0;-2.897;1.019;-10.378
0.013;0.601;0;-3.069;-0.702;-11.868
-0.01;0.627;0;-3.093;-0.863;-8.443
-0.014;0.659;0;-1.771;1.089;-8.885
-0.016;0.635;0;-0.926;1.687;-11.524
0.013;0.646;0;-1.804;-1.681;-11.621
-0.012;0.662;0;-0.733;2.385;-7.471
-0.026;0.636;0;0.132;1.813;-7.284
-9.64E-03;0.668;0;-0.369;-1.472;-9.737
0.017;0.638;0;1.316;-0.71;-9.85
-4.25E-03;0.631;0;-1.488;2.269;-11.967
8.46E-03;0.64;0;0.217;-2.098;-8.354
0.014;0.652;0;1.313;-0.666;-9.344
1.15E-03;0.659;0;-3.169;2.451;-11.143
0.019;0.679;0;-1.754;1.663;-8.711
-0.018;0.686;0;-2.002;2.409;-8.385
-0.027;0.65;0;1.387;1.528;-9.593
-0.027;0.635;0;-1.287;0.056;-9.205
-6.26E-03;0.681;0;0.247;2.45;-7.956
1.81E-04;0.647;0;-0.635;-0.939;-9.396
9.53E-03;0.648;0;0.388;1.763;-9.624
0.022;0.656;0;1.081;0.232;-7.616
-0.015;0.635;0;-0.516;-0.8;-9.041
-0.022;0.653;0;0.636;0.67;-7.741
4.44E-03;0.67;0;-1.954;-2.301;-11.647
-1.17E-03;0.655;0;-0.782;-0.219;-9.926
0.012;0.628;0;0.179;-1.328;-7.474
-2.48E-03;0.65;0;-1.547;-1.204;-9.744
-0.019;0.647;0;0.627;1.212;-7.89
0.015;0.639;0;-2.042;2.029;-7.965
0.029;0.677;0;9.87E-03;-2.129;-9.822
0.019;0.644;0;1.485;1.73;-11.896
-1.39E-03;0.642;0;1.236;0.512;-9.009
-0.029;0.684;0;2.663;-1.968;-11.602
4.07E-03;0.68;0;0.158;2.349;-8.339
0.023;0.642;0;0.662;2.181;-8.079
0.01;0.645;0;0.376;0.991;-8.205
-0.027;0.624;0;2.369;-2.344;-9.403
0.014;0.64;0;2.739;-1.751;-11.485
-0.025;0.681;0;-1.102;-0.362;-9.417
4.63E-03;0.644;0;-0.526;0.559;-10.835
-0.023;0.62;0;2.824;-0.039;-9.214
-0.028;0.663;0;0.41;-1.745;-10.141
0.01;0.623;0;-0.639;0.5;-9.441
-0.021;0.669;0;1.011;0.454;-9.347
-6.43E-03;0.637;0;3.634;-0.96;-9.637
-0.022;0.637;0;1.45;-1.993;-9.327
-0.011;0.628;0;0.343;0.786;-9.948
-1.83E-03;0.65;0;0.84;-1.401;-9.282
-0.024;0.664;0;1.244;1.283;-8.158
0.025;0.609;0;3.743;1.619;-10.043
-4.67E-03;0.598;0;1.547;-0.516;-11.406
0.021;0.638;0;1.538;-0.79;-10.218
0.011;0.637;0;3.346;1.161;-7.476
1.63E-04;0.651;0;-0.582;0.93;-8.535
5.01E-03;0.643;0;2.574;-0.721;-11.165
6.07E-03;0.584;0;3.524;0.151;-8.944
-0.01;0.582;0;1.82;2.099;-10.419
-0.026;0.616;0;0.523;-0.175;-8.184
-0.025;0.632;0;3.199;-0.516;-9.494
-0.013;0.613;0;2.788;1.329;-10.443
-0.017;0.578;0;0.35;0.677;-8.237
-0.014;0.593;0;3.999;1.893;-10.36
0.021;0.579;0;0.65;0.366;-8.988
0.032;0.581;0;0.036;0.472;-8.232
0.027;0.56;0;0.593;1.487;-10.373
-0.015;0.575;0;1.728;-0.106;-8.281
0.03;0.577;0;3.108;-0.321;-7.386
0.032;0.599;0;2.021;0.317;-10.972
0.018;0.594;0;4.557;0.135;-9.923
-5.14E-03;0.563;0;1.998;0.68;-7.915
0.019;0.567;0;1.748;0.608;-7.798
-0.02;0.576;0;0.645;-1.622;-9.584
0.012;0.531;0;4.373;1.706;-9.801
-0.026;0.557;0;4.695;-0.967;-8.616
-9.85E-03;0.527;0;2.268;2.28;-7.91
